v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012,v013,v014,v015,v016,v017,v018,v019,v020,v021,v022,v023,v024,v025,v026,v027,v028,v029,v030,v031,v032,v033,v034,v035,v036,v037,v038,v039,v040,v041,v042,v043,v044,v045,v046,v047,v048,v049,v050,v051,v052,v053,v054,v055,v056,v057,v058,v059,v060,v061,v062,v063,v064,v065,v066,v067,v068,v069,v070,v071,v072,v073,v074,v075,v076,v077,v078,v079,v080,v081,v082,v083,v084,v085,v086,v087,v088,v089,v090,v091,v092,v093,v094,v095,v096,v097,v098,v099,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196
596,2019-08-07T21:25:37Z,25,de,1590213514,2019-08-07T21:18:44Z,2019-08-07T21:25:37Z,80.187.111.97,,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,,Ja,Nein,Nein,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,lehne eher ab,lehne eher ab,lehne ab,lehne ab,lehne voll und ganz ab,lehne ab,lehne ab,lehne eher ab,lehne ab,lehne ab,lehne eher ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne eher ab,lehne ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne ab,lehne ab,lehne ab,lehne voll und ganz ab,bis zu 20 Minuten,bis zu 20 Kilometer,Nein,Nein,Ja,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher lang,Stadtzentrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Nein,,lehne voll und ganz ab,lehne ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,,ländlich,abgelegen,weiblich,1971,500 - 1.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,7,de,1513564439,2019-08-07T14:21:47Z,2019-08-07T14:30:47Z,91.205.36.179,http://l.facebook.com/l.php?u=http%3A%2F%2Fent-survey.org%2Fls%2Findex.php%2F982118%3Flang%3Dde%26fbclid%3DIwAR0tytKGcW6EkoMfG8256AEmTVtHGdOfmwkKN1xjES-wrt1Wrv8SVYEeYR4&h=AT2zugdq1tJIKi7GRt0O-go7J33J9ddsL5tn_EP2FtxS84HRmiDQ4G8muMY44A8yGGpreMoZ2CJHVFGH-i_4w1-DmXVZDXKsMLgh7UDt6FwbT5ueSa8xkE1iQtjgVx0aRksfAa18gi3Jstobr-O4ixrDOEK5ceMnog,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,,Ja,Ja,Ja,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme zu,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,11,de,1586196997,2019-08-08T20:15:42Z,2019-08-08T20:18:32Z,2a02:810c:280:1f19:95f0:77c3:4e9d:d83d,http://m.facebook.com,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Ja,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,stimme zu,stimme zu,weder/noch,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,bis zu 60 Minuten,bis zu 50 Kilometer,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,2019-08-07T17:57:20Z,25,de,1576950048,2019-08-07T17:44:50Z,2019-08-07T17:57:20Z,109.41.67.93,https://m.facebook.com/,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,weder/noch,lehne eher ab,stimme zu,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme voll und ganz zu,stimme eher zu,stimme voll und ganz zu,stimme voll und ganz zu,lehne eher ab,stimme voll und ganz zu,stimme zu,stimme eher zu,lehne ab,bis zu 20 Minuten,bis zu 20 Kilometer,Ja,Nein,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher schlecht,Ja,ca. 6 bis 12 Monate,stimme eher zu,stimme eher zu,lehne eher ab,stimme eher zu,stimme eher zu,weder/noch,lehne eher ab,stimme eher zu,stimme eher zu,weder/noch,lehne eher ab,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,30165,großstädtisch,zentral,weiblich,1994,1.001 - 2.000 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,NA,4,de,541007527,2019-08-07T18:13:04Z,2019-08-07T18:13:51Z,87.179.152.97,http://m.facebook.com/,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Nein,,Ja,Nein,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,2019-08-08T13:50:51Z,25,de,1873215035,2019-08-08T13:35:07Z,2019-08-08T13:50:51Z,77.23.238.134,http://m.facebook.com/,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Stoff ,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,stimme zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme voll und ganz zu,stimme zu,weder/noch,stimme zu,stimme zu,stimme voll und ganz zu,stimme zu,bis zu 45 Minuten,bis zu 50 Kilometer,Ja,Ja,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher gut,Nein,,lehne eher ab,weder/noch,lehne ab,lehne eher ab,weder/noch,lehne eher ab,stimme eher zu,stimme eher zu,stimme eher zu,lehne eher ab,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,lehne eher ab,lehne voll und ganz ab,weder/noch,stimme eher zu,24107 ,kleinstädtisch,dezentral (Randlage),weiblich,1984,2.001 - 3.000 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,2019-08-07T14:28:53Z,25,de,369730155,2019-08-07T14:19:12Z,2019-08-07T14:28:53Z,80.187.110.129,http://m.facebook.com,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,,Nein,Nein,Ja,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,weder/noch,weder/noch,lehne eher ab,lehne ab,lehne ab,lehne ab,lehne eher ab,lehne eher ab,lehne eher ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,bis zu 20 Minuten,bis zu 5 Kilometer,Ja,Nein,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher schlecht,Nein,,stimme eher zu,weder/noch,stimme eher zu,weder/noch,weder/noch,weder/noch,weder/noch,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,lehne eher ab,weder/noch,lehne eher ab,weder/noch,weder/noch,weder/noch,weder/noch,22047,großstädtisch,zentral,weiblich,1986,mehr als 3.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,2019-12-04T12:10:54Z,25,de,1912617376,2019-12-04T12:03:35Z,2019-12-04T12:10:54Z,87.187.128.214,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,,Nein,Ja,Ja,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,weder/noch,weder/noch,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,weder/noch,stimme eher zu,weder/noch,lehne eher ab,weder/noch,stimme eher zu,stimme eher zu,lehne eher ab,bis zu 20 Minuten,bis zu 20 Kilometer,Ja,Nein,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher lang,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher schlecht,Ja,weniger als 3 Monate,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,97450,ländlich,zentral,männlich,1993,2.001 - 3.000 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,2019-08-08T09:37:31Z,25,de,1419667864,2019-08-08T09:32:28Z,2019-08-08T09:37:31Z,2a02:8108:1c0:6780:d63:8fa8:31e0:2d0b,http://m.facebook.com,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,lehne eher ab,stimme eher zu,stimme zu,stimme eher zu,lehne eher ab,bis zu 20 Minuten,bis zu 20 Kilometer,Nein,Ja,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher gut,Nein,,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,weder/noch,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,weder/noch,lehne ab,lehne ab,weder/noch,24106,kleinstädtisch,dezentral (Randlage),weiblich,1995,1.001 - 2.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2019-08-06T13:48:05Z,25,de,1851319536,2019-08-06T13:23:27Z,2019-08-06T13:48:05Z,77.8.160.89,http://m.facebook.com,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,stimme eher zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme zu,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,lehne ab,bis zu 20 Minuten,bis zu 20 Kilometer,Ja,Nein,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,weiß ich nicht mehr,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Ja,ca. 3 bis 6 Monate,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,weder/noch,lehne eher ab,stimme eher zu,24143,kleinstädtisch,zentral,männlich,1986,1.001 - 2.000 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,NA,9,de,14079897,2019-08-07T16:01:10Z,2019-08-07T16:03:09Z,2.202.214.245,http://m.facebook.com,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,,Nein,Nein,Ja,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,weder/noch,weder/noch,lehne eher ab,stimme zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,8,de,1173669910,2019-08-07T14:11:33Z,2019-08-07T14:14:05Z,80.143.25.80,https://www.facebook.com/,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Nein,,Ja,Nein,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,stimme zu,weder/noch,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,4,de,906791364,2019-08-07T14:24:02Z,2019-08-07T14:24:54Z,46.114.0.135,http://m.facebook.com/,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,,Ja,Nein,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,NA,8,de,815994918,2019-08-07T19:20:11Z,2019-08-07T19:24:00Z,2003:d2:170b:5400:6149:ef91:3a19:197,https://m.facebook.com/,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,,Ja,Nein,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,2019-08-07T17:42:24Z,25,de,1247008597,2019-08-07T17:33:34Z,2019-08-07T17:42:24Z,178.19.233.27,https://m.facebook.com/,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,,Ja,Nein,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,weder/noch,stimme zu,lehne ab,stimme eher zu,lehne eher ab,weder/noch,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,stimme zu,stimme eher zu,lehne eher ab,stimme eher zu,weder/noch,weder/noch,lehne voll und ganz ab,bis zu 20 Minuten,bis zu 20 Kilometer,Nein,Ja,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher gut,Ja,ca. 6 bis 12 Monate,lehne ab,stimme zu,weder/noch,lehne ab,lehne eher ab,stimme eher zu,lehne ab,lehne eher ab,stimme zu,lehne ab,weder/noch,weder/noch,stimme eher zu,stimme eher zu,lehne eher ab,lehne eher ab,stimme eher zu,weder/noch,99428,ländlich,dezentral (Randlage),männlich,1988,weiß ich nicht,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,10,de,1232917720,2019-08-07T20:13:49Z,2019-08-07T20:18:48Z,2003:e7:af22:5724:9974:74cd:2e3c:1781,http://m.facebook.com,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,,Ja,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,lehne eher ab,bis zu 20 Minuten,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
