v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012,v013,v014,v015,v016,v017,v018,v019,v020,v021,v022,v023,v024,v025,v026,v027,v028,v029,v030,v031,v032,v033,v034,v035,v036,v037,v038,v039,v040,v041,v042,v043,v044,v045,v046,v047,v048,v049,v050,v051,v052,v053,v054,v055,v056,v057,v058,v059,v060,v061,v062,v063,v064,v065,v066,v067,v068,v069,v070,v071,v072,v073,v074,v075,v076,v077,v078,v079,v080,v081,v082,v083,v084,v085,v086,v087,v088,v089,v090,v091,v092,v093,v094,v095,v096,v097,v098,v099,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196
73,NA,5,de,910300143,2019-08-07T12:35:45Z,2019-08-07T12:36:42Z,109.42.3.177,http://m.facebook.com/,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,lehne eher ab,lehne eher ab,stimme eher zu,lehne eher ab,lehne ab,lehne ab,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,2019-08-07T15:52:54Z,25,de,194075007,2019-08-07T15:44:14Z,2019-08-07T15:52:54Z,2a01:c22:a44b:6b00:5078:9409:36d3:ee14,http://m.facebook.com,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,lehne eher ab,stimme eher zu,lehne eher ab,lehne eher ab,weder/noch,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,weder/noch,weder/noch,stimme zu,weder/noch,stimme zu,stimme eher zu,lehne ab,stimme zu,stimme eher zu,weder/noch,lehne eher ab,bis zu 20 Minuten,bis zu 20 Kilometer,Nein,Ja,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher gut,Nein,,weder/noch,weder/noch,lehne ab,lehne ab,stimme eher zu,lehne ab,stimme eher zu,stimme eher zu,lehne eher ab,lehne ab,lehne eher ab,weder/noch,weder/noch,lehne eher ab,weder/noch,lehne ab,lehne ab,stimme eher zu,,kleinstädtisch,dezentral (Randlage),weiblich,1999,bis 500 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2019-08-07T12:47:11Z,25,de,1235197419,2019-08-07T12:30:24Z,2019-08-07T12:47:11Z,109.41.66.54,http://m.facebook.com,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,stimme eher zu,über 60 Minuten,über 50 Kilometer,Nein,Ja,Nein,,etwa 60 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,sehr gut,Nein,,stimme voll und ganz zu,stimme voll und ganz zu,weder/noch,stimme zu,stimme zu,stimme zu,weder/noch,weder/noch,stimme zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,24837,kleinstädtisch,zentral,männlich,1977,2.001 - 3.000 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,2019-08-07T15:40:25Z,25,de,714538591,2019-08-07T15:33:47Z,2019-08-07T15:40:25Z,84.183.110.241,http://m.facebook.com,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,stimme voll und ganz zu,stimme eher zu,weder/noch,stimme zu,lehne eher ab,weder/noch,stimme zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,weder/noch,weder/noch,stimme eher zu,weder/noch,stimme voll und ganz zu,stimme zu,lehne eher ab,stimme eher zu,stimme eher zu,weder/noch,lehne ab,bis zu 45 Minuten,bis zu 50 Kilometer,Nein,Ja,Nein,,etwa 45 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher gut,Nein,,weder/noch,stimme eher zu,lehne eher ab,lehne ab,lehne ab,stimme eher zu,lehne voll und ganz ab,weder/noch,stimme eher zu,lehne ab,lehne ab,weder/noch,stimme eher zu,weder/noch,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,,ländlich,dezentral (Randlage),weiblich,1996,bis 500 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,NA,4,de,1477207635,2019-08-07T16:48:37Z,2019-08-07T16:49:39Z,87.122.68.63,http://m.facebook.com,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,2019-08-07T16:29:48Z,25,de,621483460,2019-08-07T16:23:10Z,2019-08-07T16:29:48Z,217.236.145.222,https://www.facebook.com/,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme voll und ganz zu,weder/noch,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,über 60 Minuten,über 50 Kilometer,Nein,Ja,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher gut,Ja,weniger als 3 Monate,stimme voll und ganz zu,stimme voll und ganz zu,lehne eher ab,stimme eher zu,stimme zu,lehne eher ab,weder/noch,stimme eher zu,stimme zu,weder/noch,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,weder/noch,lehne ab,lehne ab,lehne ab,57074,kleinstädtisch,dezentral (Randlage),weiblich,1973,mehr als 3.000 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,2019-08-08T02:05:45Z,25,de,2038881072,2019-08-08T01:57:51Z,2019-08-08T02:05:45Z,2003:c2:1f0d:100:f08c:fc86:1d6d:16e1,https://www.facebook.com/,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,,Ja,Nein,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,lehne ab,lehne voll und ganz ab,lehne eher ab,lehne ab,weder/noch,weder/noch,lehne ab,lehne ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne ab,lehne voll und ganz ab,lehne ab,lehne ab,lehne eher ab,lehne eher ab,lehne ab,lehne voll und ganz ab,lehne eher ab,stimme eher zu,weder/noch,lehne eher ab,bis zu 20 Minuten,bis zu 20 Kilometer,Nein,Nein,Nein,Nähe bereits etablierter Läden (mit Parkplatz),etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher schlecht,Nein,,lehne ab,lehne ab,lehne ab,lehne voll und ganz ab,weder/noch,weder/noch,lehne eher ab,stimme eher zu,lehne eher ab,lehne ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne ab,54526,ländlich,dezentral (Randlage),männlich,1988,mehr als 3.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,4,de,1148959483,2019-08-08T09:55:33Z,2019-08-08T09:56:43Z,84.148.172.170,http://m.facebook.com,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,2019-08-07T21:42:03Z,25,de,440677531,2019-08-07T21:36:10Z,2019-08-07T21:42:03Z,84.155.240.135,http://m.facebook.com/,Ja,Ja,Nein,Ja,Nein,Ja,Nein,Nein,,Ja,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,bis zu 45 Minuten,bis zu 20 Kilometer,Ja,Ja,Ja,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher gut,Nein,,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme eher zu,stimme voll und ganz zu,,kleinstädtisch,zentral,weiblich,1993,500 - 1.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,2019-08-07T15:53:33Z,25,de,301074385,2019-08-07T15:47:58Z,2019-08-07T15:53:33Z,2a02:8108:1240:1c50:3838:2f67:6c33:c421,http://m.facebook.com,Nein,Nein,Ja,Ja,Nein,Ja,Ja,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,weder/noch,lehne eher ab,bis zu 45 Minuten,bis zu 50 Kilometer,Ja,Nein,Ja,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Nein,,stimme zu,stimme eher zu,lehne ab,weder/noch,stimme eher zu,weder/noch,lehne eher ab,stimme voll und ganz zu,stimme voll und ganz zu,weder/noch,lehne eher ab,weder/noch,stimme eher zu,stimme eher zu,lehne eher ab,lehne ab,lehne ab,lehne ab,,kleinstädtisch,dezentral (Randlage),weiblich,1994,mehr als 3.000 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,5,de,1937159517,2019-08-07T13:05:55Z,2019-08-07T13:07:20Z,80.149.22.162,http://m.facebook.com,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Ja,,Ja,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,stimme zu,stimme eher zu,stimme zu,lehne eher ab,weder/noch,stimme eher zu,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,2019-08-08T09:22:37Z,25,de,2010259688,2019-08-08T09:17:08Z,2019-08-08T09:22:37Z,134.245.115.87,https://www.facebook.com/,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme zu,weder/noch,stimme zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,lehne eher ab,stimme zu,stimme zu,stimme zu,lehne ab,bis zu 20 Minuten,bis zu 5 Kilometer,Ja,Nein,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher lang,Stadtrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher schlecht,Ja,länger als 12 Monate,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,lehne eher ab,stimme eher zu,stimme eher zu,stimme eher zu,lehne ab,stimme eher zu,stimme zu,stimme voll und ganz zu,weder/noch,weder/noch,stimme eher zu,stimme eher zu,,großstädtisch,zentral,weiblich,1989,500 - 1.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,2019-08-08T08:41:57Z,25,de,1997976087,2019-08-08T08:25:14Z,2019-08-08T08:41:57Z,31.18.142.40,,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Kinderartikel,Nein,Nein,Nein,Angebote.  Preisreduzierte Ware. Farbenfroh,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,lehne eher ab,stimme eher zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme zu,bis zu 20 Minuten,bis zu 20 Kilometer,Ja,Nein,Ja,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,Stadtzentrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher schlecht,Nein,,stimme eher zu,stimme eher zu,lehne eher ab,weder/noch,weder/noch,lehne eher ab,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme voll und ganz zu,25436 ,kleinstädtisch,zentral,weiblich,1984,1.001 - 2.000 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,3,de,1411474813,2019-08-07T13:01:49Z,2019-08-07T13:02:18Z,178.143.198.7,http://m.facebook.com/,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,4,de,1110018542,2019-08-07T17:23:10Z,2019-08-07T17:23:36Z,212.186.44.43,https://www.facebook.com/,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,,Nein,Ja,Nein,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
