v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012,v013,v014,v015,v016,v017,v018,v019,v020,v021,v022,v023,v024,v025,v026,v027,v028,v029,v030,v031,v032,v033,v034,v035,v036,v037,v038,v039,v040,v041,v042,v043,v044,v045,v046,v047,v048,v049,v050,v051,v052,v053,v054,v055,v056,v057,v058,v059,v060,v061,v062,v063,v064,v065,v066,v067,v068,v069,v070,v071,v072,v073,v074,v075,v076,v077,v078,v079,v080,v081,v082,v083,v084,v085,v086,v087,v088,v089,v090,v091,v092,v093,v094,v095,v096,v097,v098,v099,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196
230,NA,19,de,1486855179,2019-08-07T14:22:58Z,2019-08-07T14:29:36Z,77.21.179.47,http://m.facebook.com/,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,,Nein,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,stimme voll und ganz zu,stimme eher zu,weder/noch,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme voll und ganz zu,stimme eher zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,bis zu 45 Minuten,bis zu 50 Kilometer,Ja,Nein,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Stadtzentrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,sehr gut,Nein,,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme voll und ganz zu,stimme zu,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,2019-10-07T16:06:37Z,25,de,1012769157,2019-10-07T15:49:06Z,2019-10-07T16:06:37Z,109.41.65.165,,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,,Ja,Nein,Ja,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme zu,weder/noch,lehne eher ab,bis zu 45 Minuten,bis zu 20 Kilometer,Ja,Ja,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Ländlicher Raum,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Nein,,lehne voll und ganz ab,weder/noch,weder/noch,weder/noch,stimme zu,weder/noch,weder/noch,weder/noch,weder/noch,weder/noch,weder/noch,stimme eher zu,stimme eher zu,weder/noch,lehne ab,lehne eher ab,lehne eher ab,weder/noch,,großstädtisch,dezentral (Randlage),weiblich,1959,weiß ich nicht,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,2019-08-07T14:02:44Z,25,de,760054882,2019-08-07T13:54:32Z,2019-08-07T14:02:44Z,134.245.98.145,http://m.facebook.com,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,,Nein,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,lehne eher ab,weder/noch,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,lehne eher ab,weder/noch,stimme zu,stimme eher zu,stimme eher zu,weder/noch,weder/noch,stimme eher zu,weder/noch,stimme eher zu,weder/noch,lehne eher ab,weder/noch,stimme eher zu,stimme eher zu,lehne ab,bis zu 60 Minuten,über 50 Kilometer,Ja,Nein,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Ländlicher Raum,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher schlecht,Nein,,lehne eher ab,lehne eher ab,lehne eher ab,lehne eher ab,weder/noch,lehne ab,lehne ab,lehne eher ab,weder/noch,lehne eher ab,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,24106,kleinstädtisch,dezentral (Randlage),weiblich,1995,bis 500 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,2019-08-07T15:45:52Z,25,de,380654703,2019-08-07T15:40:54Z,2019-08-07T15:45:52Z,207.89.72.46,http://m.facebook.com/,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,,Ja,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,lehne eher ab,stimme eher zu,stimme eher zu,stimme zu,lehne eher ab,lehne ab,lehne ab,stimme zu,stimme zu,stimme eher zu,stimme eher zu,lehne eher ab,weder/noch,weder/noch,weder/noch,stimme eher zu,lehne ab,stimme zu,weder/noch,lehne eher ab,weder/noch,stimme eher zu,weder/noch,lehne voll und ganz ab,bis zu 20 Minuten,bis zu 5 Kilometer,Nein,Ja,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,weiß ich nicht mehr,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Nein,,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,lehne ab,stimme eher zu,stimme eher zu,lehne eher ab,stimme eher zu,lehne ab,stimme eher zu,stimme eher zu,lehne ab,lehne voll und ganz ab,lehne ab,lehne ab,24106,großstädtisch,zentral,männlich,1993,500 - 1.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,2019-08-07T14:37:54Z,25,de,473459219,2019-08-07T14:32:03Z,2019-08-07T14:37:54Z,86.103.173.232,https://l.facebook.com/,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,,Nein,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,stimme zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme eher zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme voll und ganz zu,stimme eher zu,stimme zu,stimme zu,weder/noch,stimme zu,stimme voll und ganz zu,weder/noch,stimme eher zu,stimme voll und ganz zu,stimme eher zu,lehne eher ab,bis zu 45 Minuten,bis zu 20 Kilometer,Ja,Ja,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,Ländlicher Raum,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher schlecht,Nein,,stimme eher zu,stimme zu,weder/noch,lehne voll und ganz ab,lehne eher ab,lehne ab,lehne ab,lehne ab,weder/noch,lehne ab,weder/noch,stimme eher zu,stimme zu,stimme eher zu,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,weder/noch,24103,großstädtisch,zentral,weiblich,1990,500 - 1.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,2019-08-07T14:19:19Z,25,de,1049978877,2019-08-07T14:12:32Z,2019-08-07T14:19:19Z,2a02:8108:7c0:ff6:d1e8:91ce:1f69:303c,https://m.facebook.com/,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,,Ja,Nein,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme eher zu,weder/noch,stimme zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,weder/noch,stimme zu,stimme eher zu,stimme eher zu,lehne eher ab,bis zu 45 Minuten,bis zu 20 Kilometer,Ja,Nein,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,Ländlicher Raum,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Nein,,lehne ab,lehne eher ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne eher ab,weder/noch,weder/noch,lehne eher ab,lehne eher ab,lehne eher ab,lehne voll und ganz ab,lehne voll und ganz ab,stimme eher zu,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,24113,großstädtisch,dezentral (Randlage),männlich,1994,500 - 1.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,2019-08-07T19:57:34Z,25,de,806636440,2019-08-07T19:45:03Z,2019-08-07T19:57:34Z,2a01:c22:8c40:a800:e1df:88f4:4a5f:aa24,https://m.facebook.com/,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,,Nein,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,lehne eher ab,lehne eher ab,lehne eher ab,stimme eher zu,stimme eher zu,stimme eher zu,lehne eher ab,weder/noch,lehne eher ab,lehne eher ab,lehne eher ab,weder/noch,lehne eher ab,stimme eher zu,stimme eher zu,lehne eher ab,stimme eher zu,lehne eher ab,lehne eher ab,lehne eher ab,lehne eher ab,lehne eher ab,weder/noch,lehne ab,bis zu 20 Minuten,bis zu 5 Kilometer,Ja,Nein,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher lang,Ländlicher Raum,NA,NA,NA,NA,NA,NA,NA,NA,NA,sehr schlecht,Nein,,lehne ab,lehne eher ab,lehne ab,lehne eher ab,weder/noch,stimme zu,lehne voll und ganz ab,lehne eher ab,stimme eher zu,weder/noch,lehne ab,lehne ab,lehne eher ab,weder/noch,lehne voll und ganz ab,lehne voll und ganz ab,lehne ab,lehne eher ab,24118,großstädtisch,zentral,männlich,1994,1.001 - 2.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,2019-08-07T22:08:58Z,25,de,466239727,2019-08-07T22:00:03Z,2019-08-07T22:08:58Z,93.236.194.33,http://m.facebook.com,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,,Nein,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme eher zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,weder/noch,bis zu 45 Minuten,bis zu 50 Kilometer,Ja,Nein,Ja,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Ländlicher Raum,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Ja,weniger als 3 Monate,stimme eher zu,stimme eher zu,weder/noch,weder/noch,weder/noch,weder/noch,weder/noch,weder/noch,weder/noch,weder/noch,weder/noch,weder/noch,stimme eher zu,weder/noch,lehne eher ab,lehne eher ab,lehne eher ab,weder/noch,,kleinstädtisch,dezentral (Randlage),weiblich,1979,weiß ich nicht,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,2019-10-07T21:55:36Z,25,de,1532870616,2019-10-07T21:42:27Z,2019-10-07T21:55:36Z,95.114.45.197,,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,,Nein,Nein,Ja,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme voll und ganz zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,weder/noch,stimme eher zu,stimme zu,weder/noch,stimme zu,stimme zu,lehne eher ab,stimme voll und ganz zu,stimme zu,stimme eher zu,lehne voll und ganz ab,bis zu 45 Minuten,bis zu 50 Kilometer,Ja,Nein,Ja,Gewerbegebiet ,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,Ländlicher Raum,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher gut,Ja,länger als 12 Monate,stimme eher zu,stimme zu,lehne ab,stimme eher zu,stimme eher zu,lehne ab,lehne ab,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme voll und ganz zu,stimme zu,83115,ländlich,abgelegen,männlich,1999,mehr als 3.000 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,5,de,792679078,2019-08-07T13:37:07Z,2019-08-07T13:38:23Z,2a02:810d:8fc0:4be2:7cb2:d295:6959:e3c4,http://m.facebook.com/,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,,Nein,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,lehne eher ab,lehne eher ab,weder/noch,lehne ab,weder/noch,weder/noch,weder/noch,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,NA,6,de,1018306150,2019-08-07T19:22:06Z,2019-08-07T19:24:18Z,2001:16b8:67a9:c400:681a:aaa5:e46b:41e2,http://m.facebook.com/,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,,Nein,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,weder/noch,stimme eher zu,stimme zu,weder/noch,weder/noch,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,NA,5,de,974317673,2019-08-07T15:38:07Z,2019-08-07T15:39:33Z,2a02:8108:1c0:4514:b8d6:e39:8b77:b88d,http://m.facebook.com/,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,,Nein,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,weder/noch,weder/noch,weder/noch,stimme eher zu,weder/noch,weder/noch,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,22,de,1387669134,2019-07-09T08:26:49Z,2019-07-09T09:02:33Z,90.146.9.158,,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,,Nein,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme voll und ganz zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme voll und ganz zu,stimme zu,stimme voll und ganz zu,stimme zu,weder/noch,stimme eher zu,stimme eher zu,weder/noch,lehne eher ab,bis zu 20 Minuten,bis zu 5 Kilometer,Nein,Ja,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Ländlicher Raum,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Nein,,lehne eher ab,weder/noch,lehne ab,lehne eher ab,stimme eher zu,lehne voll und ganz ab,lehne ab,lehne eher ab,lehne eher ab,lehne ab,stimme zu,stimme zu,stimme eher zu,weder/noch,stimme zu,weder/noch,stimme eher zu,stimme eher zu,4490,ländlich,abgelegen,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,2019-08-07T14:05:59Z,25,de,519865607,2019-08-07T13:57:25Z,2019-08-07T14:05:59Z,2a02:8108:7c0:3676:e9b4:9d4f:20db:4fb1,http://m.facebook.com/,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,,Ja,Nein,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme voll und ganz zu,stimme eher zu,stimme eher zu,lehne ab,bis zu 20 Minuten,bis zu 20 Kilometer,Nein,Ja,Ja,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,Ländlicher Raum,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher schlecht,Nein,,lehne eher ab,weder/noch,lehne ab,lehne voll und ganz ab,stimme eher zu,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,weder/noch,lehne ab,lehne ab,lehne eher ab,lehne eher ab,weder/noch,lehne ab,lehne voll und ganz ab,lehne ab,weder/noch,24143,kleinstädtisch,zentral,weiblich,1991,500 - 1.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,2019-08-07T14:14:17Z,25,de,973159906,2019-08-07T14:09:05Z,2019-08-07T14:14:17Z,77.8.36.18,http://m.facebook.com/,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,,Nein,Ja,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,weder/noch,weder/noch,weder/noch,stimme eher zu,stimme eher zu,lehne eher ab,lehne eher ab,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,weder/noch,weder/noch,stimme eher zu,weder/noch,stimme eher zu,lehne eher ab,lehne eher ab,weder/noch,stimme eher zu,weder/noch,lehne ab,bis zu 20 Minuten,bis zu 20 Kilometer,Ja,Nein,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,weiß ich nicht mehr,NA,NA,NA,NA,NA,NA,NA,NA,NA,sehr schlecht,Nein,,lehne ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,weder/noch,lehne ab,stimme eher zu,weder/noch,weder/noch,lehne eher ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,,kleinstädtisch,zentral,weiblich,1997,500 - 1.000 EUR,NA,Nein danke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,2019-08-07T14:06:22Z,25,de,760790672,2019-08-07T13:59:26Z,2019-08-07T14:06:22Z,2003:e1:b3c6:4140:d486:92ea:6471:6251,https://www.facebook.com/,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,,Ja,Nein,Nein,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,weder/noch,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,weder/noch,stimme eher zu,stimme eher zu,stimme eher zu,lehne eher ab,bis zu 20 Minuten,bis zu 20 Kilometer,Nein,Ja,Nein,,etwa 20 Minuten,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher kurz,Ländlicher Raum,NA,NA,NA,NA,NA,NA,NA,NA,NA,eher schlecht,Nein,,lehne eher ab,stimme eher zu,lehne eher ab,lehne eher ab,lehne eher ab,stimme eher zu,lehne eher ab,stimme eher zu,stimme eher zu,lehne eher ab,lehne eher ab,lehne eher ab,stimme eher zu,stimme eher zu,lehne voll und ganz ab,lehne voll und ganz ab,lehne voll und ganz ab,lehne ab,,ländlich,abgelegen,weiblich,1988,2.001 - 3.000 EUR,NA,Ja gerne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
